cas,chemical_name,canonical_smiles,log_kow,water_solubility_mg_l,mw_g_mol,test,aster,irac_moa,efsa_selection_criteria,kramer_moa,test_moa_reduced,aster_moa_reduced,kramer_moa_reduced,efsa_moa_reduced,irac_moa_reduced
6263383,Meturin,CNC(=O)N(O)C1=CC=CC=C1,1.35,4510,166.18,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
626175,"1,3-Benzenedicarbonitrile",N#CC1=CC(=CC=C1)C#N,0.8,10500,128.13,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
625865,"2,5-Dimethylfuran",CC1=CC=C(C)O1,2.2400000000000002,1470,96.13,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
6257643,"Benzenamine, 4,4'-azobis[N,N-dimethyl-",CN(C)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)N(C)C,4.47,1.06,268.36,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
62571862,Captopril,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,0.34,18200,217.28,Narcosis,Nonpolar narcosis,NA,in vivo data available,Cardiovascular system,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,No categorization,NA
62566,Thiourea,NC(N)=S,-1.08,134000,76.12,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
62555,Thioacetamide,CC(N)=S,-0.26,163000,75.13,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
625536,Ethylthiourea,CCNC(N)=S,-0.21,85700,104.17,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
62533,Aniline,NC1=CC=CC=C1,0.9,36000,93.13,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
624920,Methyl disulfide,CSSC,1.77,3000,94.19,Narcosis,Sulfhydryl based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
62476599,Acifluorfen-sodium,[Na+].[O-]C(=O)C1=C(C=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=C1)[N+]([O-])=O,3.7,120,361.66,Out of domain,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
6245756,".beta.-Alanine, N,N-bis(carboxymethyl)-",OC(=O)CCN(CC(O)=O)CC(O)=O,-3.32,239000,205.17,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
623916,Diethyl (2E)-but-2-enedioate,CCOC(=O)\C=C\C(=O)OCC,2.12,14000,172.18,Narcosis,Acrylate toxicity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
623370,3-Hexanol,CCCC(O)CC,1.65,16100,102.18,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
623256,"alpha,alpha'-Dichloro-p-xylene",ClCC1=CC=C(CCl)C=C1,3.6,49.4,175.06,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
623154,Furfural acetone,CC(=O)C=CC1=CC=CO1,1.35,6110,136.15,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
623121,"Benzene, 1-chloro-4-methoxy-",COC1=CC=C(Cl)C=C1,2.78,237,142.59,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
623052,4-Hydroxybenzenemethanol,OCC1=CC=C(O)C=C1,0.25,6700,124.14,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
623030,4-Chlorobenzonitrile,ClC1=CC=C(C=C1)C#N,2.4700000000000002,362,137.57,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
623007,"Benzonitrile, 4-bromo-",BrC1=CC=C(C=C1)C#N,2.4300000000000002,246,182.02,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
622786,Benzyl isothiocyanate,S=C=NCC1=CC=CC=C1,3.16,109,149.21,Narcosis,Isocyanate based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
622457,Cyclohexyl acetate,CC(=O)OC1CCCCC1,2.64,454,142.19999999999999,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
622402,4-(2-Hydroxyethyl)morpholine,OCCN1CCOCC1,-1.32,1000000,131.18,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
6221881,(Dodecyloxy)trimethylsilane,CCCCCCCCCCCCO[Si](C)(C)C,7.24,1.38E-2,258.52,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
621772,Tripentylamine,CCCCCN(CCCCC)CCCCC,5.93,21.1,227.44,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
621421,3-Acetamidophenol,CC(=O)NC1=CC=CC(O)=C1,0.73,17900,151.16999999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
621089,Benzyl sulfoxide,O=S(CC1=CC=CC=C1)CC1=CC=CC=C1,1.99,606,230.33,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
620951,3-Benzylpyridine,C(C1=CC=CC=C1)C1=CN=CC=C1,3.06,3020,169.23,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
620939,"4,4'-Dimethyldiphenylamine",CC1=CC=C(NC2=CC=C(C)C=C2)C=C1,4.3899999999999997,8.1199999999999992,197.28,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
620928,Bis(4-hydroxyphenyl)methane,OC1=CC=C(CC2=CC=C(O)C=C2)C=C1,2.91,543,200.24,Narcosis,Nonpolar narcosis,NA,NA,Endocrine,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
620882,4-Nitrophenyl phenyl ether,[O-][N+](=O)C1=CC=C(OC2=CC=CC=C2)C=C1,3.92,6.68,215.21,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
62046371,Dichlormate mixture,CNC(=O)OCc1ccc(Cl)c(Cl)c1.CNC(=O)OCc2cccc(Cl)c2Cl,2.95,170,234.08,AChE inhibition,Out of domain,NA,NA,NA,AChE inhibition,Non-neurotoxic,NA,NA,NA
6203185,4-Dimethylaminocinnamaldehyde,CN(C)C1=CC=C(\C=C\C=O)C=C1,2,1150,175.23,Reactivity,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
619807,4-Nitrobenzamide,NC(=O)C1=CC=C(C=C1)[N+]([O-])=O,0.82,5210,166.14,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
619727,"Benzonitrile, 4-nitro-",[O-][N+](=O)C1=CC=C(C=C1)C#N,1.19,1650,148.12,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
61966367,Trichloroguaiacol,Clc1c(cc(c(c1OC)O)Cl)Cl,3.27,50.5,227.48,Narcosis,Polar Narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
619501,Methyl p-nitrobenzoate,COC(=O)C1=CC=C(C=C1)[N+]([O-])=O,1.89,539,181.15,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
61949777,trans-Permethrin,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCC1=CC=CC(OC2=CC=CC=C2)=C1,6.5,1.11E-2,391.3,Neurotoxicity,Ester narcosis,NA,NA,NA,Neurotoxicity,Non-neurotoxic,NA,NA,NA
61949766,(+/-)-cis-Permethrin,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCC1=CC=CC(OC2=CC=CC=C2)=C1,6.5,1.11E-2,391.3,Neurotoxicity,Ester narcosis,NA,NA,NA,Neurotoxicity,Non-neurotoxic,NA,NA,NA
619249,"Benzonitrile, 3-nitro-",[O-][N+](=O)C1=CC(=CC=C1)C#N,1.17,1710,148.12,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
619158,"2,5-Dinitrotoluene",CC1=CC(=CC=C1[N+]([O-])=O)[N+]([O-])=O,2.1800000000000002,219,182.14,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
6190654,Deethylatrazine,CC(C)NC1=NC(Cl)=NC(N)=N1,1.51,3200,187.63,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
618871,"3,5-Dinitroaniline",NC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,1.89,1290,183.12,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
618859,"3,5-Dinitrotoluene",CC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,2.1800000000000002,304,182.14,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
61869087,Paroxetine,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1,4.74,7.46,329.37,Narcosis,Nonpolar narcosis,NA,NA,Neuroactive,Non-neurotoxic,Non-neurotoxic,Neuroactive,NA,NA
618622,"Benzene, 1,3-dichloro-5-nitro-",[O-][N+](=O)C1=CC(Cl)=CC(Cl)=C1,3.09,44.9,192,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
61825,Amitrole,NC1=NNC=N1,-0.97,280000,84.08,Narcosis,Nonpolar narcosis,NA,NA,Carotenoid biosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
61791648,1-(Alkyl* amino)-3-aminopropane acetate *(as in fatty acids of coconut oil),CC(O)=O.CCCCCCCCCCCCNCCCN,4.74,23.7,242.45,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
61791637,"Amines, N-coco alkyltrimethylenedi-",CCCCCCCCCCCCNCCCNCCCCCCCCCCCC,10.61,2.3300000000000001E-5,410.78,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
61791262,PEG-10 Hydrogenated tallow amine,CCCCCCCCC=CCCCCCCCCNCCOCCOCCOCCOCCO,5.89,8.1500000000000003E-2,487.77,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
61791240,Ethoxylated soya alkyl amines (generic test material),CCCCCC=CCC=CCCCCCCCCNCCOCCOCCOCCOCCO,5.67,0.128,485.75,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
61791104,PEG-15 Cocomonium chloride,[Cl-].CCC[N+](C)(CCO)CCO,-2.74,1000000,163.26,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
61790134,Sodium naphthenate,[Na+].[O-]C(=O)c1ccc2ccccc2c1,3.28,47,172.18,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
61789717,"Quaternary ammonium compounds, benzylcoco alkyldimethyl, chlorides",[Cl-].CCC[N+](C)(C)Cc1ccccc1,0.51,20400,179.31,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
61789364,Calcium naphthenates,[Ca+2].[O-]C(=O)c1ccc2ccccc2c1.[O-]C(=O)c3ccc4ccccc4c3,3.28,47,172.18,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
61789182,Coconut trimethylammonium chloride,[Cl-].CCC[N+](C)(C)C,-1.2,1000000,103.21,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
6175491,2-Dodecanone,CCCCCCCCCCC(C)=O,4.18,14,184.32,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
617516,Isopropyl lactate,CC(C)OC(=O)C(C)O,0.23,184000,132.16,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
61734,Methylene blue,[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1,3.79,0.68300000000000005,284.39999999999998,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
61718829,Fluvoxamine maleate,OC(=O)\C=C/C(O)=O.COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,3.09,22.2,318.33999999999997,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
61687,Mefenamic acid,CC1=C(C)C(NC2=C(C=CC=C2)C(O)=O)=CC=C1,5.12,20,241.29,Narcosis,Nonpolar narcosis,NA,NA,Antiinflammatory,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
616864,4-Ethoxy-2-nitroaniline,CCOC1=CC(=C(N)C=C1)[N+]([O-])=O,2.59,330,182.18,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
616739,"2,4-Dinitro-5-methylphenol",CC1=CC(O)=C(C=C1[N+]([O-])=O)[N+]([O-])=O,2.27,512,198.14,Uncoupler,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
616728,"m-Xylene, 4,6-dinitro-",CC1=CC(C)=C(C=C1[N+]([O-])=O)[N+]([O-])=O,2.72,88.1,196.16,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
6165511,2-(1-Phenylethyl)-p-xylene,CC(C1=CC=CC=C1)C1=CC(C)=CC=C1C,5.39,0.96499999999999997,210.32,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
6164983,Chlordimeform,CN(C)C=NC1=CC=C(Cl)C=C1C,2.89,270,196.68,Narcosis,Nonpolar narcosis,NA,NA,Neuroactive,Non-neurotoxic,Non-neurotoxic,Neuroactive,NA,NA
616455,2-Pyrrolidinone,O=C1CCCN1,-0.85,1000000,85.11,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
616091,"Propanoic acid,2-hydroxy-,propylester",CCCOC(=O)C(C)O,0.31,159000,132.16,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
615678,Chlorohydroquinone,OC1=CC(Cl)=C(O)C=C1,1.4,923000,144.56,Uncoupler,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
615656,2-Chloro-4-methylaniline,CC1=CC(Cl)=C(N)C=C1,2.27,954,141.6,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
615543,"1,2,4-Tribromobenzene",BrC1=CC(Br)=C(Br)C=C1,4.66,4.9000000000000004,314.8,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
615361,"Benzenamine, 2-bromo-",NC1=C(Br)C=CC=C1,2.11,949,172.03,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
614802,2-Acetamidophenol,CC(=O)NC1=C(O)C=CC=C1,0.72,880,151.16999999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
6146527,5-Nitroindole,[O-][N+](=O)C1=CC2=C(NC=C2)C=C1,2.5299999999999998,188,162.15,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
613503,6-Nitroquinoline,[O-][N+](=O)C1=CC2=CC=CN=C2C=C1,1.82,668,174.16,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
613456,"2,4-Dimethoxybenzaldehyde",COC1=CC(OC)=C(C=O)C=C1,1.87,1620,166.18,Narcosis,Carbonyl reactivity (aldehyde eq. #1),NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
613310,"Anthracene, 9,10-dihydro-",C1C2=CC=CC=C2CC2=C1C=CC=C2,4.25,1,180.25,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
613127,2-Methylanthracene,CC1=CC2=CC3=CC=CC=C3C=C2C=C1,5,2.1299999999999999E-2,192.26,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
612942,2-Phenylnaphthalene,C1=CC=C(C=C1)C1=CC=C2C=CC=CC2=C1,4.93,2.5499999999999998,204.27,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
6119922,"2-(1-Methylheptyl)-4,6-dinitrophenyl crotonate",CCCCCCC(C)C1=C(OC(=O)C=CC)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,5.9,1.8700000000000001E-2,364.4,Narcosis,Acrylate toxicity,NA,NA,Nucleic acid biosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
611347,5-Aminoquinoline,NC1=C2C=CC=NC2=CC=C1,1.1599999999999999,8220,144.18,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
611198,2-Chlorobenzyl chloride,ClCC1=CC=CC=C1Cl,3.32,98.9,161.03,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
61116072,Peracetic acid-hydrogen peroxide-acetic acid mixt.,CC(=O)O.CC(=O)OO.OO,-1.07,1000000,76.05,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
611063,"2,4-Dichloronitrobenzene",[O-][N+](=O)C1=CC=C(Cl)C=C1Cl,3.07,46.8,192,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
61096842,4-(Hexyloxy)-m-anisaldehyde,CCCCCCOC1=C(OC)C=C(C=O)C=C1,3.81,15.7,236.31,Narcosis,Carbonyl reactivity (aldehyde eq. #1),NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
6106418,Sodium valerate,[Na+].CCCCC([O-])=O,1.39,24000,102.13,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
610399,"3,4-Dinitrotoluene",CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O,2.08,179,182.14,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
610026,"2,3,4-Trihydroxybenzoic acid",OC(=O)C1=C(O)C(O)=C(O)C=C1,1.05,1000,170.12,Uncoupler,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
609892,"Phenol, 2,4-dichloro-6-nitro-",OC1=C(Cl)C=C(Cl)C=C1[N+]([O-])=O,3.2,17,208,Uncoupler,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
609234,"2,4,6-Triiodophenol",OC1=C(I)C=C(I)C=C1I,4.5,0.59199999999999997,471.8,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
609198,"3,4,5-Trichlorophenol",OC1=CC(Cl)=C(Cl)C(Cl)=C1,4.01,64.5,197.45,Narcosis,Nonpolar narcosis,NA,NA,Respiratory system,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
609143,Ethyl-2-methyl acetoacetate,CCOC(=O)C(C)C(C)=O,0.21,52800,144.16999999999999,Narcosis,Reactive diketones,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
608935,Pentachlorobenzene,ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,5.18,0.83099999999999996,250.34,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
6089094,4-Pentynoic acid,OC(=O)CCC#C,0.79,62400,98.1,Reactivity,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
608731,"1,2,3,4,5,6-Hexachlorocyclohexane",ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,4.1399999999999997,8,290.83,Out of domain,Neurotoxicant: Cyclodiene-type,NA,in vivo positive,Neuroactive,Non-neurotoxic,Neurotoxicant: Cyclodiene-type,Neuroactive,neurotoxic,NA
608719,Pentabromophenol,OC1=C(Br)C(Br)=C(Br)C(Br)=C1Br,5.96,2.6100000000000002E-2,488.59,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
608311,"2,6-Dichloroaniline",NC1=C(Cl)C=CC=C1Cl,2.76,295,162.02000000000001,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
60800,Phenazone,CN1N(C(=O)C=C1C)C1=CC=CC=C1,0.38,100000,188.23,Narcosis,Nonpolar narcosis,NA,NA,Antiinflammatory,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
607818,Diethyl benzylmalonate,CCOC(=O)C(CC1=CC=CC=C1)C(=O)OCC,2.76,104,250.3,Narcosis,Diester toxicity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
607341,5-Nitroquinoline,[O-][N+](=O)C1=C2C=CC=NC2=CC=C1,1.4,1530,174.16,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
607001,"N,N-Diphenylformamide",O=CN(C1=CC=CC=C1)C1=CC=CC=C1,1.91,1060,197.24,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
606348,"Benzaldehyde, 2,4,6-trinitro-",[O-][N+](=O)C1=CC(=C(C=O)C(=C1)[N+]([O-])=O)[N+]([O-])=O,1.1599999999999999,1100,241.12,Uncoupler,Carbonyl reactivity (aldehyde eq. #1),NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
6062266,MCPB-sodium,[Na+].CC1=C(OCCCC([O-])=O)C=CC(Cl)=C1,3.5,48,228.68,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
606202,"2,6-Dinitrotoluene",CC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O,2.1,204,182.14,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
60571,Dieldrin,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,5.45,8.9399999999999993E-2,380.91,Neurotoxicity,Neurotoxicant: Cyclodiene-type,NA,in vivo positive,Neuroactive,Neurotoxicity,Neurotoxicant: Cyclodiene-type,Neuroactive,neurotoxic,NA
605696,"1-Naphthalenol, 2,4-dinitro-",OC1=C2C=CC=CC2=C(C=C1[N+]([O-])=O)[N+]([O-])=O,2.9,4000,234.17,Uncoupler,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
60560,Methimazole,CN1C=CNC1=S,-0.34,200000,114.17,Narcosis,Nonpolar narcosis,NA,in vivo data available,Endocrine,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,No categorization,NA
60548,Tetracycline,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,-1.3,231,444.44,Neurotoxicity,Nonpolar narcosis,NA,negative control,Antibiotic,Neurotoxicity,Non-neurotoxic,Non-neurotoxic,No categorization,NA
6051872,"5,6-Benzoflavone",O=C1C=C(OC2=C1C1=C(C=CC=C1)C=C2)C1=CC=CC=C1,4.68,1.77,272.31,Narcosis,Nonpolar narcosis,NA,NA,Neuroactive,Non-neurotoxic,Non-neurotoxic,Neuroactive,NA,NA
60515,Dimethoate,CNC(=O)CSP(=S)(OC)OC,0.78,23300,229.25,AChE inhibition,OP mediated AChE inhibition,organophosphates,in vivo data available,Neuromuscular system,AChE inhibition,OP mediated AChE inhibition,Non-neurotoxic,No categorization,organophosphates
6047172,"Propionic acid, 2-(2,4,5-trichlorophenoxy)-, 3-butoxypropyl ester",CCCCOCCCOC(=O)CCOc1cc(Cl)c(Cl)cc1Cl,5.73,4.9399999999999999E-2,383.7,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
60413,Strychnine hemisulphate salt,OS(O)(=O)=O.O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1C1=C6C=CC=C1.O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1C1=C6C=CC=C1,1.93,160,334.42,Out of domain,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
603861,"Phenol, 2-chloro-6-nitro-",OC1=C(C=CC=C1Cl)[N+]([O-])=O,2.5499999999999998,391,173.56,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
603838,2-Methyl-3-nitroaniline,CC1=C(N)C=CC=C1[N+]([O-])=O,2.02,1400,152.15,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
60355,Acetamide,CC(N)=O,-1.26,2250000,59.07,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
60348609,"2,2',4,4',5-Pentabromodiphenyl ether",BrC1=CC(Br)=C(OC2=C(Br)C=C(Br)C(Br)=C2)C=C1,6.84,2.3999999999999998E-3,564.69000000000005,Narcosis,Nonpolar narcosis,NA,human positive,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,neurotoxic,NA
60344,Methylhydrazine,CNN,-1.05,1000000,46.07,Reactivity,Hydrazine based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
